"lp.","Cena.jednostkowa.netto","Z.powierzchnia.przynalezna","Data.transakcji","Rodzaj.transakcji","Sprzedajacy","Kupujacy","Wojewodztwo","Powiat","Gmina","MiejscowoSÄ.","Obreb","Dzielnica","street","Numer.administracyjny","housenumber","Sposob.uzytkowania.lokalu","Pow..lokalu.obliczeniowa","liczba.pokoi","Stan.techniczny.lokalu","Rok.budowy","Cena.netto","Adres","lon","lat","LiczbaSzkolWPromieniuKilometra","OdlegloscDoNajblizszejSzkoly","LiczbaPrzystankowWPromieniuKilometra","OdlegloscDoNajblizszegoPrzystanku","LiczbaPlacowekMedycznychWObrebieKilometra","OdlegloscDoNajblizszejPlacowkiMedycznej","LiczbaMarketowWObrebieKilometra","OdlegloscDoNajblizszegoMarketu","Odległość.do.centrum.w.m"
2298,2450.98,"Nie",42643,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Osiedlowa","5","32","mieszkalny",61.2,"3","","",150000,"Osiedlowa 5",19.101152,50.266405,13,493.520100347258,22,880.76200209253,0,NA,0,3000,6224
2299,2430.56,"Nie",42213,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Osiedlowa","7","19","mieszkalny",57.6,"2","","",140000,"Osiedlowa 7",19.1009059,50.266405,13,541.220742901733,23,960.62613364457,0,NA,0,3000,6206
2300,2941.18,"Nie",42394,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Szopienice","","Osiedlowa","7","20","mieszkalny",61.2,"3","","",180000,"Osiedlowa 7",19.1009059,50.266405,13,541.220742901733,23,960.62613364457,0,NA,0,3000,6206
2301,2941.18,"Nie",42394,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Osiedlowa","7","20","mieszkalny",61.2,"3","","",180000,"Osiedlowa 7",19.1009059,50.266405,13,541.220742901733,23,960.62613364457,0,NA,0,3000,6206
2302,2941.18,"Nie",42394,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Osiedlowa","7","20","mieszkalny",61.2,"3","","",180000,"Osiedlowa 7",19.1009059,50.266405,13,541.220742901733,23,960.62613364457,0,NA,0,3000,6206
2303,2391.65,"Nie",42780,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Osiedlowa","7","23","mieszkalny",62.3,"3","","",149000,"Osiedlowa 7",19.1009059,50.266405,13,541.220742901733,23,960.62613364457,0,NA,0,3000,6206
2304,2361.2,"Nie",42419,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Osiedlowa","9","25","mieszkalny",31.34,"1","","",74000,"Osiedlowa 9",19.100649,50.266408,13,598.746597866789,24,1051.84522536013,0,NA,0,3000,6188
2305,2466.67,"Nie",42419,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Szopienice","","Osiedlowa","9","25","mieszkalny",30,"1","do remontu","",74000,"Osiedlowa 9",19.100649,50.266408,13,598.746597866789,24,1051.84522536013,0,NA,0,3000,6188
2306,2361.2,"Nie",42419,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Osiedlowa","9","25","mieszkalny",31.34,"1","","",74000,"Osiedlowa 9",19.100649,50.266408,13,598.746597866789,24,1051.84522536013,0,NA,0,3000,6188
2307,2777.78,"Nie",42298,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Osiedlowa","11","18","mieszkalny",61.2,"3","","",170000,"Osiedlowa 11",19.100444,50.266414,13,650.892415103699,25,1131.01957035451,0,NA,0,3000,6176
2308,2086.23,"Nie",42668,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Osiedlowa","13","24","mieszkalny",64.71,"3","","",135000,"Osiedlowa 13",19.099777,50.2666819,13,959.658288394839,25,1519.62622748015,0,NA,0,3000,6124
2309,2152.08,"Nie",42668,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Rozdzien","","Osiedlowa","13","24","mieszkalny",62.73,"3","","",135000,"Osiedlowa 13",19.099777,50.2666819,13,959.658288394839,25,1519.62622748015,0,NA,0,3000,6124
2310,2472.8,"Nie",42271,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Osiedlowa","13","28","mieszkalny",30.33,"1","","",75000,"Osiedlowa 13",19.099777,50.2666819,13,959.658288394839,25,1519.62622748015,0,NA,0,3000,6124
2311,2626.55,"Nie",42537,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Rozdzien","","Osiedlowa","13","46","mieszkalny",62.82,"3","","",165000,"Osiedlowa 13",19.099777,50.2666819,13,959.658288394839,25,1519.62622748015,0,NA,0,3000,6124
2312,2981.03,"Nie",42361,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Rozdzien","","Osiedlowa","15","4","mieszkalny",62.73,"3","","",187000,"Osiedlowa 15",19.0992159,50.266953,13,777.526040350812,22,1333.92163040923,0,NA,0,3000,6150
2313,2882.69,"Nie",42361,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Osiedlowa","15","4","mieszkalny",64.87,"3","","",187000,"Osiedlowa 15",19.0992159,50.266953,13,777.526040350812,22,1333.92163040923,0,NA,0,3000,6150
2314,2882.69,"Nie",42361,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Osiedlowa","15","4","mieszkalny",64.87,"3","","",187000,"Osiedlowa 15",19.0992159,50.266953,13,777.526040350812,22,1333.92163040923,0,NA,0,3000,6150
2315,3188.27,"Nie",42198,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Rozdzien","","Osiedlowa","15","10","mieszkalny",62.73,"3","","",2e+05,"Osiedlowa 15",19.0992159,50.266953,13,777.526040350812,22,1333.92163040923,0,NA,0,3000,6150
2316,3106.07,"Tak",42198,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Osiedlowa","15","10","mieszkalny",64.39,"3","","",2e+05,"Osiedlowa 15",19.0992159,50.266953,13,777.526040350812,22,1333.92163040923,0,NA,0,3000,6150
2317,3106.07,"Tak",42198,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Osiedlowa","15","10","mieszkalny",64.39,"3","","",2e+05,"Osiedlowa 15",19.0992159,50.266953,13,777.526040350812,22,1333.92163040923,0,NA,0,3000,6150
2318,2470.91,"Nie",42706,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Osiedlowa","15","39","mieszkalny",62.73,"3","","",155000,"Osiedlowa 15",19.0992159,50.266953,13,777.526040350812,22,1333.92163040923,0,NA,0,3000,6150
2319,2307.95,"Nie",42195,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Osiedlowa","15","43","mieszkalny",30.33,"1","","",70000,"Osiedlowa 15",19.0992159,50.266953,13,777.526040350812,22,1333.92163040923,0,NA,0,3000,6150
2320,2228.59,"Nie",42201,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Rozdzien","","Osiedlowa","15","46","mieszkalny",62.82,"3","do remontu kapitalnego","",140000,"Osiedlowa 15",19.0992159,50.266953,13,777.526040350812,22,1333.92163040923,0,NA,0,3000,6150
2321,2155.17,"Tak",42201,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Osiedlowa","15","46","mieszkalny",64.96,"3","","",140000,"Osiedlowa 15",19.0992159,50.266953,13,777.526040350812,22,1333.92163040923,0,NA,0,3000,6150
2322,2155.17,"Tak",42201,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Osiedlowa","15","46","mieszkalny",64.96,"3","","",140000,"Osiedlowa 15",19.0992159,50.266953,13,777.526040350812,22,1333.92163040923,0,NA,0,3000,6150
2323,2774.92,"Nie",42433,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Ossowskiego","2","5","mieszkalny",48.65,"2","","",135000,"Ossowskiego 2",18.9771829,50.2603318,16,727.273723583547,21,29.3669002965144,2,170.410756743517,2,170.410756743517,4346
2324,3371.02,"Nie",42544,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Ossowskiego","2","17","mieszkalny",48.65,"2","","",164000,"Ossowskiego 2",18.9771829,50.2603318,16,727.273723583547,21,29.3669002965144,2,170.410756743517,2,170.410756743517,4346
2325,3099.48,"Nie",42703,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Ossowskiego","2","25","mieszkalny",60.01,"3","","",186000,"Ossowskiego 2",18.9771829,50.2603318,16,727.273723583547,21,29.3669002965144,2,170.410756743517,2,170.410756743517,4346
2326,2681.28,"Nie",42212,"umowa przeniesienia praw","spoldzielnia","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Ossowskiego","2","28","mieszkalny",31.03,"2","","",83200,"Ossowskiego 2",18.9771829,50.2603318,16,727.273723583547,21,29.3669002965144,2,170.410756743517,2,170.410756743517,4346
2327,3048.68,"Nie",42502,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Ossowskiego","4","25","mieszkalny",61.01,"3","","",186000,"Ossowskiego 4",18.9776282,50.2596531,15,1123.67678888172,20,177.650193179671,2,107.8502618333,2,107.8502618333,4320
2328,3024.5,"Nie",42303,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Ossowskiego","6","6","mieszkalny",60.01,"3","","",181500,"Ossowskiego 6",18.9770524,50.2597665,15,868.799431560615,19,137.845328738363,2,192.915090539312,2,192.915090539312,4339
2329,2993.13,"Nie",42437,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Ossowskiego","6","22","mieszkalny",61.14,"3","","",183000,"Ossowskiego 6",18.9770524,50.2597665,15,868.799431560615,19,137.845328738363,2,192.915090539312,2,192.915090539312,4339
2330,4075.83,"Nie",42139,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Ossowskiego","12","3","mieszkalny",84.4,"4","","",344000,"Ossowskiego 12",18.9775943,50.2590953,14,1119.23155827792,18,375.267970889812,2,203.673625500952,2,203.673625500952,4386
2331,2261.05,"Nie",42269,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Ossowskiego","20","5","mieszkalny",48.65,"2","do remontu kapitalnego","",110000,"Ossowskiego 20",18.9758264,50.2586109,14,479.783909277086,17,696.030418429968,1,746.846506842143,1,746.846506842143,4535
2332,3732.71,"Nie",42361,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Ossowskiego","26","27","mieszkalny",60.01,"3","","",224000,"Ossowskiego 26",18.9766112,50.2580356,14,869.352251670661,17,973.705730746511,1,772.971617093082,1,772.971617093082,4606
2333,3549.41,"Nie",42275,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Ossowskiego","28","9","mieszkalny",60.01,"3","","",213000,"Ossowskiego 28",18.975042,50.2580665,14,395.155145674784,17,720.292837501598,1,1254.27479322921,1,1254.27479322921,4627
2334,2918.81,"Nie",42653,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Ossowskiego","28","11","mieszkalny",48.65,"2","","",142000,"Ossowskiego 28",18.975042,50.2580665,14,395.155145674784,17,720.292837501598,1,1254.27479322921,1,1254.27479322921,4627
2335,3482.75,"Nie",42611,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Ossowskiego","28","21","mieszkalny",60.01,"3","","",209000,"Ossowskiego 28",18.975042,50.2580665,14,395.155145674784,17,720.292837501598,1,1254.27479322921,1,1254.27479322921,4627
2336,3999.33,"Nie",42272,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Ossowskiego","28","24","mieszkalny",60.01,"3","","",240000,"Ossowskiego 28",18.975042,50.2580665,14,395.155145674784,17,720.292837501598,1,1254.27479322921,1,1254.27479322921,4627
2337,3189.4,"Nie",42229,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Ossowskiego","30","3","mieszkalny",61.14,"3","","",195000,"Ossowskiego 30",18.9743845,50.2579873,14,297.150194020143,17,513.360947943344,1,1575.45949171685,1,1575.45949171685,4688
2338,2782.87,"Nie",42439,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Ossowskiego","30","16","mieszkalny",60.01,"3","","",167000,"Ossowskiego 30",18.9743845,50.2579873,14,297.150194020143,17,513.360947943344,1,1575.45949171685,1,1575.45949171685,4688
2339,3554.5,"Nie",42144,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","os. Witosa","Ossowskiego","42","3","mieszkalny",84.4,"4","","",3e+05,"Ossowskiego 42",18.97526,50.2573323,14,718.535933534659,17,595.199308153372,1,1594.1033321019,1,1594.1033321019,4663
2340,3519.63,"Nie",42325,"umowa sprzedazy - rynek wtorny","spoldzielnia","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Ossowskiego","46","2","mieszkalny",53.5,"2","","",188300,"Ossowskiego 46",18.9744088,50.2572606,14,585.187000029627,15,340.479808849677,1,1997.13601387661,1,1997.13601387661,4733
2341,3436.02,"Nie",42460,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Ossowskiego","12a","4","mieszkalny",84.4,"4","do remontu kapitalnego","",290000,"Ossowskiego 12a",18.9772021,50.2591415,14,939.685958289425,17,347.622695960853,2,255.079864546364,2,255.079864546364,4412
2342,3880.33,"Nie",42390,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Ossowskiego","12a","6","mieszkalny",84.4,"4","","",327500,"Ossowskiego 12a",18.9772021,50.2591415,14,939.685958289425,17,347.622695960853,2,255.079864546364,2,255.079864546364,4412
2343,3186.02,"Nie",42684,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Ossowskiego","16a","14","mieszkalny",48.65,"2","","",155000,"Ossowskiego 16a",18.9761709,50.2589046,14,555.236244238536,17,505.098751298002,2,551.112028830743,2,551.112028830743,4497
2344,4463.04,"Nie",42634,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Ossowskiego","22a","7","mieszkalny",71.7,"4","","",320000,"Ossowskiego 22a",18.9764936,50.2583021,14,757.44452178001,17,806.853030280518,1,678.67394527544,1,678.67394527544,4520
2345,2976.77,"Nie",42467,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Ossowskiego","2a","7","mieszkalny",61.14,"3","","",182000,"Ossowskiego 2a",18.9772169,50.2601719,16,783.621692682864,19,51.8125304857971,2,155.859822099923,2,155.859822099923,4328
2346,3058.55,"Nie",42265,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Ossowskiego","2a","25","mieszkalny",61.14,"3","","",187000,"Ossowskiego 2a",18.9772169,50.2601719,16,783.621692682864,19,51.8125304857971,2,155.859822099923,2,155.859822099923,4328
2347,4170.76,"Nie",42394,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Ossowskiego","30a","4","mieszkalny",61.14,"3","","",255000,"Ossowskiego 30a",18.9744262,50.2578323,14,353.242887708683,17,474.389667066533,1,1637.6742785356,1,1637.6742785356,4694
2348,3062.69,"Nie",42562,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Ossowskiego","32a","5","mieszkalny",48.65,"2","","",149000,"Ossowskiego 32a",18.9748171,50.257644,14,490.001284395956,17,525.911105146547,1,1573.32600265545,1,1573.32600265545,4706
2349,3124.36,"Nie",42328,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Ossowskiego","32a","8","mieszkalny",48.65,"2","","",152000,"Ossowskiego 32a",18.9748171,50.257644,14,490.001284395956,17,525.911105146547,1,1573.32600265545,1,1573.32600265545,4706
2350,2837.75,"Nie",42150,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Ossowskiego","6a","18","mieszkalny",61.14,"3","","",173500,"Ossowskiego 6a",18.9772823,50.2597918,15,937.879644570208,20,130.820875878903,2,149.680395116052,2,149.680395116052,4322
2351,2031.09,"Nie",42326,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Janow","","Oswobodzenia","38","16","mieszkalny",48.25,"kuchnia:1","","",98000,"Oswobodzenia 38",19.0875579,50.247825,9,374.829259774525,26,194.168606604581,12,1033.52496591398,12,1033.52496591398,5788
2352,808.66,"Nie",42488,"umowa sprzedazy - rynek pierwotny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Janow","","Oswobodzenia","85","3","mieszkalny",40.19,"1","","",32500,"Oswobodzenia 85",19.094818,50.2444149,7,721.714425479421,15,68.5806081294759,12,686.839808156025,12,686.839808156025,6421
2353,2432.43,"Nie",42634,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Janow","","Oswobodzenia","36b","7","mieszkalny",18.5,"1","","",45000,"Oswobodzenia 36b",19.086817,50.247927,9,612.018383134125,26,351.142251019585,12,1362.37028929168,12,1362.37028929168,5771
2354,2272.73,"Nie",42242,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Janow","","Oswobodzenia","36c","3","mieszkalny",47.52,"2","","",108000,"Oswobodzenia 36c",19.0871564,50.2481529,9,540.033942062257,25,292.862281734369,12,1344.69754780376,12,1344.69754780376,5736
2355,1598.79,"Nie",42538,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Janow","","Oswobodzenia","38c","54","mieszkalny",33.15,"1","do remontu kapitalnego","",53000,"Oswobodzenia 38c",19.087646,50.2478647,9,356.547707710193,26,177.047472879706,12,1020.5301828366,12,1020.5301828366,5779
2356,3052.4,"Tak",42404,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Owocowa","4A","19","mieszkalny",58.97,"3","","",180000,"Owocowa 4A",19.024573,50.276756,11,1975.86365544213,35,372.734397091879,6,2093.76634950663,6,2093.76634950663,2120
2357,3907.95,"Tak",42704,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Paderewskiego","14","5","mieszkalny",46.06,"2","","",72000,"Paderewskiego 14",19.0394252,50.2558296,19,1016.24055751172,28,513.450561216623,28,527.955265990261,28,527.955265990261,1535
2358,3966.56,"Nie",42772,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Paderewskiego","14","9","mieszkalny",56.22,"3","","",223000,"Paderewskiego 14",19.0394252,50.2558296,19,1016.24055751172,28,513.450561216623,28,527.955265990261,28,527.955265990261,1535
2359,4968.74,"Nie",42703,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Paderewskiego","47","2","mieszkalny",62.39,"2","","",310000,"Paderewskiego 47",19.038599,50.250734,12,202.3708240925,27,1469.83171457506,33,1035.17382372539,33,1035.17382372539,2031
