"names","lat","lon"
"Sosnowiec Wspólna",50.2744707,19.1278793
"Wesoła Piastów Śląskich",50.1837342,19.1022817
"Dąb Silesia Business Park",50.2697637,18.999594
"Warpie 1 Maja",50.3203345,19.1492301
"Zagórze Mec",50.2967078,19.183084
"Będzin Robotnicza n/ż",50.3116195,19.1460335
"Zagórze Długosza",50.3052512,19.1841802
"Rudna Gospodarcza II",50.2943743,19.1205583
"Środula Wapienna",50.2993586,19.1470629
"Michałkowice Bank",50.3238533,19.0032224
"Sosnowiec Urząd Miasta",50.2776522,19.1344262
"Sosnowiec Urząd Miasta",50.2777246,19.1345763
"Sosnowiec Urząd Miasta",50.2780101,19.1347609
"Sosnowiec Urząd Miasta",50.2780278,19.1346676
"Murcki Wiadukt n/ż",50.1991359,19.0545266
"Murcki Wiadukt n/ż",50.1993274,19.0547919
"Wesoła Droga do Giszowca",50.2055027,19.076264
"Wesoła Droga do Giszowca",50.2056011,19.0766903
"Wesoła Mostek",50.1969278,19.1122175
"Wesoła Mostek",50.1971002,19.112032
"Wesoła Pogodna",50.2046639,19.1015156
"Wesoła Posesja 72a",50.2072039,19.0909427
"Wesoła Posesja 72a",50.2072091,19.0910499
"Rudna Plonów",50.2921024,19.1086387
"Rudna Plonów",50.2922928,19.1089121
"Rudna Stawowa",50.2971164,19.1157427
"Zagórze Pekin n/ż",50.2870967,19.1693072
"Sielec Droga do Środuli n/ż",50.2879978,19.1576352
"Sielec Jaskółek n/ż",50.2850097,19.1557054
"Sielec Kombajnistów",50.2793887,19.1505171
"Sosnowiec Aleja Zwycięstwa",50.2796913,19.130327
"Sosnowiec Dworzec PKP",50.2781486,19.1271315
"Siemianowice FEZ n/ż",50.2959508,19.0387206
"Siemianowice FEZ n/ż",50.2959793,19.0396132
"Chorzów Cmentarna",50.2884408,18.947555
"Chorzów Cmentarna",50.2887624,18.9473441
"Chorzów Dom Działkowca",50.2851284,18.9509238
"Chorzów Dom Działkowca",50.2854484,18.9506148
"Kosztowy Kosztowska n/ż",50.1773682,19.1648484
"Bogucice Markiefki",50.2653749,19.0415446
"Dąbrówka Mała Cmentarz n/ż",50.2763961,19.0643837
"Osiedle Odrodzenia Bażantów n/ż",50.201326,18.9894734
"Piotrowice Wojska Polskiego",50.2051014,18.971582
"Chorzów Rynek",50.2979576,18.9548415
"Chorzów Nomiarki",50.2906609,18.9332928
"Będzin Cieszkowskiego",50.3100634,19.1506892
"Będzin Cieszkowskiego",50.3100779,19.1509629
"Chorzów Omańkowskiej",50.2891735,18.9422688
"Zawodzie Łączna",50.2595226,19.0618495
"Mikołów Sienkiewicza",50.1923826,18.9220556
"Świętochłowice Żołnierska",50.2890246,18.9321984
"Będzin Gospodarcza Brama Śląska",50.3148602,19.1545076
"Będzin Gospodarcza Brama Śląska",50.3148824,19.1534952
"Będzin Johnson Electric",50.3125402,19.1511865
"Będzin Johnson Electric",50.3130776,19.1515574
